material	no.	type of sound change	specific point of sound change	symbol	katakana	explanation	sound *drive	text	Japanese
TED #original thinkers	5	Flap T	moderate	/ˈmɑːdərət/	ﾏﾀﾞﾚｯ	dやtが母音に挟まれフラップ化し「ﾏﾀﾞﾚｯ」に近い音になります。		No, here are our results. You actually do see that the people who wait till the last minute are so busy goofing off that they don't have any new ideas. And on the flip side, the people who race in are in such a frenzy of anxiety that they don't have original thoughts either. There's a sweet spot where originals seem to live. Why is this? Maybe original people just have bad work habits. Maybe procrastinating does not cause creativity. To find out, we designed some experiments. We asked people to generate new business ideas, and then we get independent readers to evaluate how creative and useful they are. And some of them are asked to do the task right away. Others we randomly assign to procrastinate by dangling Minesweeper in front of them for either five or 10 minutes. And sure enough, the moderate procrastinators are 16 percent more creative than the other two groups.	No, here are our results. You actually do see that the people who wait till the last minute are so busy goofing off that they don't have any new ideas. いえ、こちらが私たちの調査結果です。実際、ギリギリまで物事を引き延ばす人々は、遊び回るのに忙しすぎて、新しいアイデアを全く思いつかないことがわかります。  And on the flip side, the people who race in are in such a frenzy of anxiety that they don't have original thoughts either. There's a sweet spot where originals seem to live. Why is this? Maybe original people just have bad work habits. Maybe procrastinating does not cause creativity. そしてその一方で、何でも急いで終わらせようとする人々は、不安でパニック状態にあるため、やはり独創的な考えを持つことができません。「オリジナルズ（独創的な人たち）」が存在する、ちょうど良いバランス（スイートスポット）があるのです。なぜこうなるのでしょうか？ おそらく、独創的な人々は単に仕事の習慣が悪いだけかもしれません。あるいは、先延ばしにすることが創造性を引き起こしているわけではないのかもしれません。  To find out, we designed some experiments. We asked people to generate new business ideas, and then we get independent readers to evaluate how creative and useful they are. And some of them are asked to do the task right away. Others we randomly assign to procrastinate by dangling Minesweeper in front of them for either five or 10 minutes. And sure enough, the moderate procrastinators are 16 percent more creative than the other two groups. それを確かめるために、私たちはいくつかの実験を設計しました。被験者に新しいビジネスのアイデアを考えてもらい、その後、第三者の評価者にその独創性と有用性を評価してもらいました。被験者のうち一部にはすぐに課題に取り組んでもらい、他のグループには、マインスイーパー（ゲーム）を5分間、あるいは10分間提示して、ランダムに「先延ばし」をするよう割り当てました。すると案の定、適度に先延ばしをしたグループは、他の2つのグループよりも創造性が16パーセント高いという結果が出たのです。
TED #original thinkers	6	Linking	Minesweeper's awesome	/ˌmaɪnswiːpərz ˈɔːsəm/	ﾏｲﾝｽｲｰﾊﾟｰｽﾞｵｰｻﾑ	s(z音)とaが繋がり「ｽﾞｵｰｻﾑ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	driver of	/ˈdraɪvər əv/	ﾄﾞﾗｲｳﾞｧｳﾞ	rとoが繋がり「ｳﾞｧｳﾞ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	learn about	/lɜːrn əˈbaʊt/	ﾗｰﾅﾊﾞｳﾄ	nとaが繋がり「ﾅﾊﾞｳﾄ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	working on	/ˈwɜːrkɪŋ ɑːn/	ﾜｰｷﾝｶﾞﾝ	ngとoが繋がり「ｶﾞﾝ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	active in	/ˈæktɪv ɪn/	ｱｸﾃｨｳﾞｨﾝ	vとiが繋がり「ｳﾞｨﾝ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	back of	/bæk əv/	ﾊﾞｯｶｳﾞ	kとoが繋がり「ｶｳﾞ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	book about	/bʊk əˈbaʊt/	ﾌﾞｯｶﾊﾞｳﾄ	kとaが繋がり「ｶﾊﾞｳﾄ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	woke up	/woʊk ʌp/	ｳｫｳｶｯﾌﾟ	kとuが繋がり「ｶｯﾌﾟ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Linking	steps on	/stɛps ɑːn/	ｽﾃｯﾌﾟｻﾝ	sとoが繋がり「ｻﾝ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Flap T	writing a	/ˈraɪrɪŋ ə/	ﾗｲﾘﾝｶﾞ	tが母音に挟まれﾌﾗｯﾌﾟ化し、aと繋がって「ﾗｲﾘﾝｶﾞ」になります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	6	Reduction	next morning	/nɛks ˈmɔːrnɪŋ/	ﾈｸｽﾓｰﾆﾝ	tが消失し、sから直接mへ移ります。		Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate.	Now, Minesweeper is awesome, but it's not the driver of the effect, because if you play the game first before you learn about the task, there's no creativity boost. もちろん、マインスイーパーは素晴らしいゲームですが、それがこの効果の主因というわけではありません。なぜなら、課題について知る前にゲームをプレイしても、創造性が高まることはないからです。  It's only when you're told that you're going to be working on this problem, and then you start procrastinating, but the task is still active in the back of your mind, that you start to incubate. 「この問題に取り組んでもらいます」と告げられた後に先延ばしを始め、頭の片隅で常にその課題が意識されている状態になって初めて、アイデアの「孵化（ふか）」が始まるのです。  Procrastination gives you time to consider divergent ideas, to think in nonlinear ways, to make unexpected leaps. 先延ばしをすることで、多様なアイデアを検討し、非線形な（直線的ではない）方法で考え、予期せぬ飛躍を遂げるための時間が生まれます。  So just as we were finishing these experiments, I was starting to write a book about originals, and I thought, "This is the perfect time to teach myself to procrastinate, while writing a chapter on procrastination." ちょうどこれらの実験を終えようとしていた頃、私は『オリジナルズ』についての本を書き始めていました。そして、「先延ばしに関する章を書きながら、自分自身に先延ばしのやり方を教え込む絶好の機会だ」と考えたのです。  So I metaprocrastinated, and like any self-respecting precrastinator, I woke up early the next morning and I made a to-do list with steps on how to procrastinate. そこで私は「メタ先延ばし」をすることにしました。自尊心のある「前倒し派（プリクラスティネーター）」らしく、翌朝早くに目を覚ますと、「いかにして物事を先延ばしにするか」という手順を記したToDoリストを作成したのです。
TED #original thinkers	7	Linking	goal of	/ɡoʊləv/	ｺﾞｳﾗｳﾞ	lとoが繋がり「ｺﾞｳﾗｳﾞ」になります。		And then I worked diligently toward my goal of not making progress toward my goal. I started writing the procrastination chapter, and one day -- I was halfway through -- I literally put it away in mid-sentence for months. It was agony. But when I came back to it, I had all sorts of new ideas. As Aaron Sorkin put it, "You call it procrastinating. I call it thinking." And along the way I discovered that a lot of great originals in history were procrastinators. Take Leonardo da Vinci. He toiled on and off for 16 years on the Mona Lisa. He felt like a failure. He wrote as much in his journal.	And then I worked diligently toward my goal of not making progress toward my goal. I started writing the procrastination chapter, and one day -- I was halfway through -- I literally put it away in mid-sentence for months. It was agony. そして私は、「自分の目標に向かって進捗を出さない」という目標に向かって、勤勉に取り組みました。先延ばしについての章を書き始め、ある日のこと——ちょうど半分まで書き終えた時でしたが——文字通り文章の途中で書くのを止め、数ヶ月間放置したのです。それは苦痛そのものでした。  But when I came back to it, I had all sorts of new ideas. しかし、再びその執筆に戻ったとき、私にはあらゆる新しいアイデアが浮かんでいました。  As Aaron Sorkin put it, "You call it procrastinating. I call it thinking." アーロン・ソーキンが言ったように、「君たちはそれを先延ばしと呼ぶが、私はそれを思考と呼ぶ」のです。  And along the way I discovered that a lot of great originals in history were procrastinators. Take Leonardo da Vinci. He toiled on and off for 16 years on the Mona Lisa. He felt like a failure. He wrote as much in his journal. そしてその過程で、歴史上の多くの偉大な「オリジナルズ（独創的な人たち）」が先延ばし派であったことを発見しました。レオナルド・ダ・ヴィンチを例に挙げてみましょう。彼は『モナ・リザ』の制作に、断続的に16年もの歳月を費やしました。彼は自分を落伍者のように感じており、日記にもそのように記しています。
